symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
GALBTC,0.00000292,6.450,0.00004954,0.00004505,0.00004819,50.82000000,0.00004823,222.86400000,0.00004832,382.70100000,0.00004527,0.00005466,0.00004476,175131.12000000,8.67616096,1695107621451,1695194021451,1644357,1650045,5689
JASMYEUR,0.00000000,0.000,0.00000000,0.00456800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
KNCBNB,0.00007900,3.197,0.00253712,0.00245500,0.00255000,1175.62000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00247100,0.00255100,0.00247100,2695.15000000,6.83791517,1694667603629,1694754003629,101613,101642,30
SHIBGBP,0.00000000,0.000,0.00000000,0.00000696,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00000000,0.00000000,0.00,0.00000000,1689574598494,1689660998494,-1,-1,0
GALEUR,-0.02000000,-1.970,1.01265266,1.02600000,0.99500000,20.97400000,0.00000000,0.00000000,0.00000000,0.00000000,1.01500000,1.02600000,0.98600000,615.96200000,623.75555700,1692165604429,1692252004429,92228,92238,11
GALTRY,2.48000000,7.515,36.68448026,32.87000000,35.48000000,107.46800000,35.47000000,28.18400000,35.48000000,2333.02700000,33.00000000,38.80000000,32.94000000,1738361.17300000,63770876.12995000,1695107589450,1695193989450,1976450,1989712,13263
LDOBUSD,0.00600000,0.384,1.57968998,1.56100000,1.56700000,79.06000000,1.56500000,5810.65000000,1.56800000,2803.84000000,1.56100000,1.60500000,1.55700000,102526.07000000,161959.40548000,1695107621344,1695194021344,12673369,12674537,1169
LDOUSDT,0.00500000,0.320,1.57894366,1.56300000,1.56700000,500.00000000,1.56600000,3729.26000000,1.56700000,530.67000000,1.56200000,1.60600000,1.55500000,3097921.76000000,4891443.90910000,1695107622326,1695194022326,32782816,32798168,15353
LDOBTC,-0.00000037,-0.636,0.00005823,0.00005820,0.00005784,8.32000000,0.00005785,744.43000000,0.00005796,23.93000000,0.00005821,0.00005862,0.00005757,18963.78000000,1.10419591,1695107625931,1695194025931,4382506,4383226,721
ENSTRY,-1.00000000,-0.483,208.20085554,206.80000000,206.20000000,2.43500000,206.40000000,28.71600000,207.30000000,100.41300000,207.20000000,210.00000000,206.20000000,1196.32700000,249076.30490000,1695107595302,1695193995302,602153,602625,473
DAREUR,-0.00032000,-0.389,0.08313906,0.08237000,0.08188000,1978.00000000,0.08179000,1990.00000000,0.08195000,1981.00000000,0.08220000,0.08427000,0.08152000,239896.00000000,19944.72829000,1695107627449,1695194027449,129006,129256,251
DARETH,0.00000000,0.000,0.00000000,0.00010140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
ALGOETH,-0.00000020,-0.342,0.00005872,0.00005840,0.00005830,827.90000000,0.00005830,180.50000000,0.00005840,11145.60000000,0.00005850,0.00005940,0.00005830,98199.40000000,5.76622079,1695107559794,1695193959794,264020,264242,223
ALGOTRY,-0.00800000,-0.308,2.62653740,2.59600000,2.59000000,76.00000000,2.58500000,1303.70000000,2.58900000,6147.20000000,2.59800000,2.66000000,2.58500000,392623.90000000,1031241.35810000,1695107629141,1695194029141,1242848,1244003,1156
GALETH,0.00000000,0.000,0.00000000,0.00076200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
EPXUSDT,-0.00001840,-9.154,0.00017987,0.00020100,0.00018260,2531710.00000000,0.00018250,8425914.00000000,0.00018270,1025202.00000000,0.00020100,0.00020400,0.00016510,24511795171.00000000,4409014.24033780,1695107626629,1695194026629,5620512,5654671,34160
EPXBUSD,0.00000030,0.177,0.00017060,0.00016920,0.00016980,1205536.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00016950,0.00017320,0.00016650,159225999.00000000,27163.85899280,1693450809698,1693537209698,2873229,2873503,275
RUNETRY,0.00000000,0.000,0.00000000,31.38000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
GALBRL,0.00000000,0.000,0.00000000,8.68000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
STEEMBUSD,0.00000000,0.000,0.00000000,0.18470000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
CVCBUSD,-0.00120000,-1.714,0.07169620,0.06990000,0.06880000,3163.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07000000,0.08380000,0.06750000,3924307.00000000,281357.90720000,1693450805060,1693537205060,1278297,1279471,1175
REIBUSD,0.00259000,9.184,0.02913847,0.02836000,0.03079000,33553.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02820000,0.03400000,0.02588000,18010706.30000000,524804.46908300,1694070017226,1694156417226,1719131,1725887,6757
DREPBUSD,-0.00330000,-1.365,0.24060514,0.24160000,0.23850000,100.00000000,0.23800000,126.00000000,0.23840000,2407.00000000,0.24180000,0.24410000,0.23730000,130916.00000000,31499.06260000,1695107348096,1695193748096,3026705,3026887,183
AKROBUSD,-0.00073000,-6.986,0.00992414,0.01049000,0.00972000,8888.00000000,0.00967000,571175.00000000,0.00972000,20521.00000000,0.01045000,0.01053000,0.00940000,32541623.00000000,322947.56172000,1695107577346,1695193977346,2461590,2463178,1589
PUNDIXBUSD,-0.00120000,-0.358,0.33290476,0.33500000,0.33360000,1464.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33480000,0.33700000,0.32830000,91162.90000000,30348.56315000,1692846019912,1692932419912,1518106,1518376,271
LUNCBUSD,-0.00000015,-0.261,0.00005775,0.00005753,0.00005736,275000.00000000,0.00005728,6900000.00000000,0.00005731,1364297.08000000,0.00005751,0.00005824,0.00005715,17769869520.94000000,1026133.67869448,1695107630836,1695194030836,110217400,110222765,5366
USTCBUSD,-0.00000119,-0.010,0.01250043,0.01246475,0.01248478,853.00000000,0.01247001,48630.00000000,0.01248810,3169.00000000,0.01248597,0.01258476,0.01241788,111669700.00000000,1395918.93185210,1695107631009,1695194031009,39370547,39374913,4367
OPBTC,-0.00000104,-2.005,0.00005107,0.00005189,0.00005084,20.88000000,0.00005084,2255.08000000,0.00005085,1.79000000,0.00005188,0.00005200,0.00005046,208601.36000000,10.65280858,1695107632140,1695194032140,4190936,4198492,7557
OPBUSD,-0.01700000,-1.220,1.38871464,1.39300000,1.37600000,40.70000000,1.37600000,3344.86000000,1.37700000,1950.97000000,1.39300000,1.41500000,1.36400000,444853.45000000,617774.49847000,1695107630732,1695194030732,18857362,18860770,3409
OPUSDT,-0.01600000,-1.149,1.38748419,1.39300000,1.37700000,52.36000000,1.37600000,5722.84000000,1.37700000,32483.95000000,1.39300000,1.41500000,1.36200000,12126902.06000000,16825884.86509000,1695107630736,1695194030736,43871726,43902131,30406
OGBUSD,0.08400000,1.810,4.71812163,4.64500000,4.72400000,15.80000000,4.72000000,66.10000000,4.72900000,30.80000000,4.64000000,4.88800000,4.62400000,54862.00000000,258845.58910000,1695107617148,1695194017148,5326564,5328208,1645
KEYBUSD,0.00015900,2.861,0.00564104,0.00554000,0.00571600,42431.00000000,0.00572500,29467.00000000,0.00572900,15010.00000000,0.00555700,0.00576000,0.00554900,21507782.00000000,121326.34365900,1695107628153,1695194028153,9136567,9137934,1368
ASRBUSD,-0.01200000,-0.538,2.22965136,2.22500000,2.22000000,40.30000000,2.22000000,4.70000000,2.23100000,8.20000000,2.23200000,2.24700000,2.22000000,4046.90000000,9023.17610000,1695107612028,1695194012028,1945248,1945371,124
FIROBUSD,0.03100000,2.106,1.49830017,1.48000000,1.50300000,936.20000000,1.49100000,195.00000000,1.51600000,62.00000000,1.47200000,1.50400000,1.47200000,1718.00000000,2574.07970000,1695107545336,1695193945336,2693682,2693710,29
NKNBUSD,0.00110000,1.145,0.09594374,0.09630000,0.09720000,2643.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09610000,0.09800000,0.09210000,318478.00000000,30555.96990000,1692165615568,1692252015568,1335340,1335981,642
OPBNB,-0.00006200,-0.965,0.00637651,0.00642200,0.00636000,157.70000000,0.00635200,72.70000000,0.00636400,30.00000000,0.00642200,0.00644700,0.00632000,9581.30000000,61.09521940,1695107591346,1695193991346,262547,262810,264
OPEUR,-0.01300000,-1.001,1.29770752,1.30400000,1.28600000,23.22000000,1.28800000,199.81000000,1.29100000,388.24000000,1.29900000,1.32100000,1.28000000,12906.26000000,16748.55069000,1695107627529,1695194027529,285807,286008,202
GTOBUSD,0.00000000,0.000,0.00000000,0.02863000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
SNXETH,-0.00001400,-1.057,0.00131470,0.00132100,0.00131000,52.10000000,0.00131000,4.18000000,0.00131300,68.48000000,0.00132400,0.00132400,0.00129900,5206.89000000,6.84549550,1695107629963,1695194029963,161831,161879,49
WBTCBUSD,235.48000000,0.878,27292.43065576,26809.00000000,27048.00000000,0.14045000,27040.48000000,0.18042000,27081.32000000,0.18013000,26812.52000000,27462.61000000,26755.14000000,25.39078000,692976.10244560,1695107476190,1695193876190,425740,426161,422
BELETH,0.00000000,0.000,0.00000000,0.00041170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
LITETH,0.00000000,0.000,0.00000000,0.00035510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
LEVERUSDT,-0.00000400,-0.266,0.00154471,0.00150700,0.00150200,661765.00000000,0.00150200,106529.00000000,0.00150300,219640.00000000,0.00150600,0.00167000,0.00146100,6018863785.00000000,9297378.20802200,1695107631218,1695194031218,13537051,13590421,53371
LEVERBUSD,-0.00000300,-0.199,0.00154903,0.00150300,0.00150500,8655.00000000,0.00150100,66622.00000000,0.00150500,678030.00000000,0.00150800,0.00167300,0.00146000,275656741.00000000,427000.49059700,1695107630411,1695194030411,10192480,10195747,3268
BURGERETH,0.00000000,0.000,0.00000000,0.00045000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
PEOPLEETH,0.00000000,0.000,0.00000000,0.00000668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
UNFIETH,0.00000000,0.000,0.00000000,0.00224100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
BONDETH,0.00000000,0.000,0.00000000,0.00266500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
STORJTRY,0.02000000,0.184,11.23020028,10.85000000,10.87000000,978.40000000,10.83000000,1631.30000000,10.86000000,13804.60000000,10.85000000,12.12000000,10.62000000,9285845.40000000,104281903.65000000,1695107631072,1695194031072,1248491,1267531,19041
OPETH,-0.00000700,-0.824,0.00084542,0.00084900,0.00084200,30.00000000,0.00084200,1973.34000000,0.00084300,3.53000000,0.00084900,0.00085600,0.00083500,69107.38000000,58.42461740,1695107625383,1695194025383,677494,677977,484
ETCTRY,-1.90000000,-0.447,427.08282279,425.00000000,423.10000000,1.30900000,423.20000000,6.41700000,423.80000000,45.20100000,425.00000000,433.10000000,422.50000000,718.51000000,306863.27900000,1695107536157,1695193936157,373457,373870,414
WINGETH,0.00000000,0.000,0.00000000,0.00352100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
FILETH,0.00003100,1.528,0.00205636,0.00202700,0.00206000,313.93000000,0.00205900,174.11000000,0.00206400,415.18000000,0.00202900,0.00207200,0.00202800,15045.47000000,30.93892606,1695107583893,1695193983893,249159,249591,433
GLMBUSD,0.00080000,0.459,0.17518617,0.17460000,0.17500000,439.20000000,0.17450000,570.40000000,0.17520000,177.80000000,0.17420000,0.17660000,0.17350000,143879.30000000,25205.66316000,1695107631957,1695194031957,1583938,1584078,141
SSVBUSD,0.58000000,3.826,15.89546984,15.15000000,15.74000000,5.21100000,0.00000000,0.00000000,0.00000000,0.00000000,15.16000000,16.54000000,15.08000000,11553.30700000,183645.24297000,1694674802881,1694761202881,5856722,5857874,1153
STGBTC,-0.00000011,-0.654,0.00001670,0.00001690,0.00001670,2000.00000000,0.00001669,960.10000000,0.00001673,441.60000000,0.00001681,0.00001687,0.00001654,11234.80000000,0.18757222,1695107616644,1695194016644,1561839,1562042,204
STGBUSD,-0.00010000,-0.022,0.45487459,0.45180000,0.45200000,92.10000000,0.45160000,813.50000000,0.45220000,32.80000000,0.45210000,0.45930000,0.44900000,56116.50000000,25525.97015000,1695107567975,1695193967975,5332496,5332745,250
STGUSDT,-0.00020000,-0.044,0.45444931,0.45240000,0.45210000,374.60000000,0.45190000,592.60000000,0.45200000,17.70000000,0.45230000,0.45970000,0.44890000,3169538.60000000,1440394.63439000,1695107632789,1695194032789,17231106,17239255,8150
ANKRTRY,0.01510000,2.982,0.51456554,0.50630000,0.52140000,285.00000000,0.52010000,5222.00000000,0.52070000,1154.00000000,0.50630000,0.52440000,0.50520000,7466813.00000000,3842164.63480000,1695107603824,1695194003824,1595850,1596783,934
ARKBUSD,0.16260000,29.972,0.63522459,0.54150000,0.70510000,115.00000000,0.70390000,27.00000000,0.70560000,386.00000000,0.54250000,0.73990000,0.53440000,35275097.00000000,22407609.09440000,1695107632162,1695194032162,3468547,3545735,77189
BETHBUSD,-13.34000000,-0.813,1646.24697062,1635.05000000,1627.00000000,0.08760000,1631.27000000,0.06130000,1636.84000000,0.01300000,1640.34000000,1656.47000000,1627.00000000,11.45780000,18862.36854000,1695107627631,1695194027631,982596,982782,187
LOOMBUSD,0.00022000,0.553,0.03995536,0.03973000,0.04003000,3596.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03981000,0.04074000,0.03940000,819013.00000000,32723.95829000,1692846009628,1692932409628,3941872,3942050,179
SNMBUSD,-0.01770000,-54.630,0.02396881,0.03210000,0.01470000,3406.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03240000,0.03660000,0.01450000,153548622.00000000,3680378.00560000,1692586810914,1692673210914,19726444,19752281,25838
AMBBUSD,0.00008000,1.015,0.00791639,0.00786000,0.00796000,2024.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00788000,0.00814000,0.00778000,16028379.00000000,126886.89696000,1694660401646,1694746801646,6571109,6572054,946
LUNCUSDT,-0.00000022,-0.383,0.00005770,0.00005750,0.00005729,209229.13000000,0.00005729,638919.04000000,0.00005730,7853938.86000000,0.00005751,0.00005822,0.00005714,33711513898.53000000,1945011.22609445,1695107618835,1695194018835,33254768,33271830,17063
PHBBUSD,0.01740000,3.069,0.57984808,0.56590000,0.58440000,60.00000000,0.58460000,171.00000000,0.58560000,401.00000000,0.56700000,0.59150000,0.56700000,283363.00000000,164307.49230000,1695107597356,1695193997356,13422453,13423230,778
GASBUSD,0.15500000,6.280,2.69777656,2.45300000,2.62300000,38.10000000,2.61100000,76.30000000,2.62500000,123.40000000,2.46800000,2.89500000,2.46800000,86496.70000000,233348.76970000,1695107591074,1695193991074,2378573,2379900,1328
NEBLBUSD,0.00000000,0.000,0.00000000,0.35400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
PROSBUSD,-0.02750000,-9.437,0.28399517,0.29050000,0.26390000,46.00000000,0.26420000,46.00000000,0.26480000,755.00000000,0.29140000,0.31230000,0.26080000,938181.00000000,266438.86870000,1695107618077,1695194018077,6638739,6640851,2113
VIBBUSD,-0.00068000,-1.504,0.04463696,0.04524000,0.04452000,447.00000000,0.04437000,4009.00000000,0.04451000,2500.00000000,0.04520000,0.04541000,0.04400000,1616773.00000000,72167.83583000,1695107560494,1695193960494,10011699,10012370,672
GMXBTC,0.00002800,2.157,0.00131525,0.00129700,0.00132600,0.70300000,0.00132600,24.45700000,0.00133000,8.42800000,0.00129800,0.00133600,0.00129400,960.87900000,1.26379817,1695107632434,1695194032434,896249,896581,333
GMXBUSD,-0.18000000,-0.565,31.71947094,32.04000000,31.67000000,6.08100000,0.00000000,0.00000000,0.00000000,0.00000000,31.85000000,32.09000000,31.40000000,551.73700000,17500.80574000,1694660414997,1694746814997,2849265,2849448,184
GMXUSDT,1.04000000,2.981,35.78819403,34.93000000,35.93000000,8.24300000,35.91000000,8.78000000,35.92000000,8.80700000,34.89000000,36.54000000,34.76000000,99784.79500000,3571117.60428000,1695107622108,1695194022108,10359230,10376953,17724
AGIXBUSD,0.00235000,1.288,0.18462723,0.18240000,0.18481000,164.00000000,0.18463000,1533.00000000,0.18481000,800.00000000,0.18246000,0.18770000,0.18246000,2182097.00000000,402874.52820000,1695107632210,1695194032210,24049946,24051698,1753
NEBLUSDT,0.00000000,0.000,0.00000000,0.35500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689574598494,1689660998494,-1,-1,0
SNTBUSD,-0.00038000,-1.637,0.02279630,0.02319000,0.02283000,1107.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02321000,0.02323000,0.02247000,816710.00000000,18617.96526000,1692172806686,1692259206686,868522,868727,206
POLYXBTC,0.00000004,0.969,0.00000413,0.00000415,0.00000417,1283.80000000,0.00000416,888.00000000,0.00000418,170.00000000,0.00000413,0.00000419,0.00000408,170909.90000000,0.70633942,1695107538831,1695193938831,757924,758067,144
POLYXBUSD,0.00210000,1.902,0.11226550,0.11090000,0.11250000,23536.80000000,0.11270000,4301.40000000,0.11300000,307.10000000,0.11040000,0.11420000,0.11040000,190232.90000000,21356.59140000,1695107329871,1695193729871,2297165,2297407,243
POLYXUSDT,0.00240000,2.174,0.11222503,0.11020000,0.11280000,214.70000000,0.11280000,17338.00000000,0.11300000,586.20000000,0.11040000,0.11420000,0.11040000,5461579.30000000,612925.91205000,1695107547177,1695193947177,4670768,4675699,4932
APTBTC,-0.00000275,-1.421,0.00019126,0.00019355,0.00019072,10.49000000,0.00019068,121.00000000,0.00019100,2.93000000,0.00019347,0.00019376,0.00018942,22988.14000000,4.39660784,1695107628641,1695194028641,5147178,5148560,1383
APTUSDT,-0.03130000,-0.603,5.19361222,5.19370000,5.16160000,45.00000000,5.16030000,50.00000000,5.16130000,11.62000000,5.19290000,5.27840000,5.11520000,1729128.59000000,8980423.38250500,1695107631631,1695194031631,46537682,46578107,40426
APTBUSD,-0.03240000,-0.623,5.19366671,5.19290000,5.16590000,4.48000000,5.15920000,211.10000000,5.16540000,2.95000000,5.19830000,5.27370000,5.12100000,46462.81000000,241312.34967500,1695107631859,1695194031859,21221255,21222822,1568
BTCPLN,1084.00000000,0.927,118932.55864677,117033.00000000,118082.00000000,0.00253000,118076.00000000,0.00371000,118174.00000000,0.00282000,116998.00000000,120124.00000000,116990.00000000,12.95246000,1540469.20857000,1695107627247,1695194027247,619099,620088,990
ETHPLN,-12.00000000,-0.168,7190.25083052,7146.00000000,7133.00000000,0.05550000,7129.00000000,0.30620000,7133.00000000,0.05130000,7145.00000000,7256.00000000,7127.00000000,74.32070000,534384.47490000,1695107617862,1695194017862,215551,216064,514
BUSDPLN,0.00200000,0.046,4.37094316,4.35800000,4.36200000,19.00000000,4.36600000,125.00000000,4.36800000,200.00000000,4.36000000,4.38600000,4.36000000,33971.00000000,148485.31000000,1695107584335,1695193984335,329176,329372,197
APTEUR,-0.06860000,-1.399,4.86614157,4.89110000,4.83650000,1.78000000,4.83380000,37.72000000,4.85230000,224.90000000,4.90510000,4.93090000,4.80820000,1423.54000000,6927.14717700,1695107625179,1695194025179,252344,252445,102
